RED,GREEN,BLUE,NUMERO
137.40435,126.276675,114.759475,18424
134.29435,119.901925,107.181175,23042
181.801375,177.895925,182.48205,9200
194.704925,200.29515,199.116625,9577
203.322425,173.27945,159.296425,24667
157.8672,137.9242,72.531475,24781
148.974925,144.99805,151.307325,20154
123.139175,106.370825,97.908675,15972
172.79765,182.751725,190.8181,13193
161.73595,156.60125,140.128375,19543
162.519575,156.1356,132.94495,24864
89.972875,120.842325,127.1214,24415
142.048275,134.67115,123.62885,15260
125.194675,125.0453,120.266675,14881
184.805225,186.960025,179.2665,17218
146.07595,129.578225,131.786075,23792
152.769175,156.572125,150.010475,16468
149.266575,173.0258,180.9754,22114
173.5033,167.84265,148.47885,16587
196.654325,195.054175,147.8122,19285
153.168725,152.709325,149.3169,13762
143.108525,139.569775,125.943925,21017
150.42075,139.910875,111.89945,19630
103.205775,101.740325,116.29185,28326
182.528525,168.876225,156.7408,22230
196.5597,166.2627,123.9458,24815
81.3879,76.241525,66.305675,18567
167.538825,167.910975,156.974825,18933
149.32635,134.129425,113.517925,29794
166.759525,114.1053,83.448,33471
160.151625,157.711625,144.1367,22102
158.4065,160.975325,141.012125,21750
179.6882,179.21665,174.04005,16706
139.822225,146.6475,142.727575,19131
163.2602,147.533525,116.9782,18667
127.01945,128.670175,96.427725,21416
144.63625,152.14535,145.599925,19981
165.432975,176.420725,180.3425,13703
159.188125,149.796725,133.54545,23494
125.551775,123.0747,126.09255,15581
148.007375,146.925375,148.4787,16608
142.331425,134.387225,137.09595,17093
149.766575,102.6639,64.823975,19187
184.57525,183.40305,174.198375,15683
157.24695,156.23015,146.055975,5678
161.516575,169.005025,151.108325,21147
132.223075,143.719925,138.17585,20776
173.600275,152.912275,105.78455,24551
124.575525,125.47415,118.833875,23092
211.548075,190.4009,150.9902,11596
204.3288,188.75815,149.824625,11083
141.91795,157.12295,168.846675,21431
198.5875,193.00165,170.09855,10503
155.452775,142.18175,109.8801,16120
119.6106,119.431125,106.263325,19461
145.1032,147.7858,134.459825,21661
186.11105,172.64855,148.5078,18969
139.56,124.5003,106.7782,23630
63.61105,71.62095,73.421,14731
169.238275,159.384875,140.85925,14744
73.14925,88.37815,108.2852,10945
127.2151,121.7955,128.371425,28293
173.539675,183.58475,185.5843,12952
125.90005,134.849075,111.0065,23989
140.407475,130.614075,138.094175,18214
163.0877,127.6223,78.17165,28243
149.687,147.435075,137.4077,21633
144.06275,133.5058,95.921325,21477
125.32535,97.666675,63.92695,26811
169.8994,173.5814,174.5496,22393
123.83175,113.55105,96.814025,23224
170.336325,167.691025,169.0511,7651
190.672125,194.924475,179.387825,18790
120.368775,112.01685,117.7175,12809
201.143525,182.156525,153.5542,10051
187.28605,186.192275,189.461225,7356
167.061975,174.204375,157.942,15622
